seed,domain_count,fault_budget,n_candidates,has_residual,estimated_hypotheses,skipped_resource_limit,cwr_feasible,cwr_cost,cwr_time_ms,fallback_verdict
910610600,6,1,6,1,7,0,1,6,0.0427,
910610601,6,1,6,0,6,0,1,5,0.0357,
910610602,6,1,6,1,7,0,1,10,0.0188,
910610603,6,1,6,0,7,0,1,3,0.023,
910610604,6,1,6,1,7,0,1,4,0.0135,
910610605,6,1,6,0,6,0,1,6,0.029,
910610606,6,1,6,1,7,0,1,8,0.0165,
910610607,6,1,6,0,4,0,1,13,0.0229,
910610608,6,1,6,1,7,0,1,4,0.015,
910610609,6,1,6,0,6,0,1,4,0.0218,
910610610,6,1,6,1,7,0,1,5,0.0124,
910610611,6,1,6,0,6,0,1,6,0.0195,
910610612,6,1,6,1,7,0,1,2,0.0125,
910610613,6,1,6,0,7,0,1,3,0.0194,
910610614,6,1,6,1,7,0,1,3,0.0134,
910610900,6,1,9,1,7,0,1,2,0.0174,
910610901,6,1,9,0,7,0,1,3,0.0288,
910610902,6,1,9,1,7,0,1,3,0.0196,
910610903,6,1,9,0,7,0,1,3,0.0317,
910610904,6,1,9,1,7,0,1,1,0.0153,
910610905,6,1,9,0,7,0,1,3,0.0294,
910610906,6,1,9,1,7,0,1,2,0.0136,
910610907,6,1,9,0,6,0,1,12,0.028,
910610908,6,1,9,1,7,0,1,1,0.0142,
910610909,6,1,9,0,7,0,1,2,0.0337,
910610910,6,1,9,1,7,0,1,2,0.0188,
910610911,6,1,9,0,7,0,1,4,0.0292,
910610912,6,1,9,1,7,0,1,3,0.0158,
910610913,6,1,9,0,7,0,1,3,0.0389,
910610914,6,1,9,1,7,0,1,1,0.015,
910611200,6,1,12,1,7,0,1,2,0.0201,
910611201,6,1,12,0,7,0,1,3,0.0338,
910611202,6,1,12,1,7,0,1,2,0.023,
910611203,6,1,12,0,7,0,1,6,0.0605,
910611204,6,1,12,1,7,0,1,1,0.0185,
910611205,6,1,12,0,7,0,1,6,0.0345,
910611206,6,1,12,1,7,0,1,1,0.0176,
910611207,6,1,12,0,7,0,1,3,0.0467,
910611208,6,1,12,1,7,0,1,4,0.0222,
910611209,6,1,12,0,7,0,1,4,0.031,
910611210,6,1,12,1,7,0,1,2,0.0226,
910611211,6,1,12,0,7,0,1,6,0.0304,
910611212,6,1,12,1,7,0,1,2,0.0153,
910611213,6,1,12,0,7,0,1,3,0.0809,
910611214,6,1,12,1,7,0,1,1,0.0184,
910611800,6,1,18,1,6,0,1,3,0.0291,
910611801,6,1,18,0,7,0,1,4,0.0407,
910611802,6,1,18,1,7,0,1,2,0.0274,
910611803,6,1,18,0,7,0,1,3,0.0518,
910611804,6,1,18,1,7,0,1,3,0.0257,
910611805,6,1,18,0,7,0,1,5,0.0382,
910611806,6,1,18,1,7,0,1,2,0.0265,
910611807,6,1,18,0,7,0,1,2,0.0415,
910611808,6,1,18,1,7,0,1,4,0.026,
910611809,6,1,18,0,7,0,1,6,0.0614,
910611810,6,1,18,1,7,0,1,3,0.0248,
910611811,6,1,18,0,7,0,1,5,0.0671,
910611812,6,1,18,1,7,0,1,1,0.0311,
910611813,6,1,18,0,7,0,1,2,0.0679,
910611814,6,1,18,1,7,0,1,2,0.0259,
910620600,6,2,6,1,22,0,0,,0.0397,
910620601,6,2,6,0,16,0,0,,0.0314,
910620602,6,2,6,1,22,0,1,15,0.0408,
910620603,6,2,6,0,16,0,0,,0.0313,
910620604,6,2,6,1,22,0,1,9,0.0367,
910620605,6,2,6,0,22,0,0,,0.0561,
910620606,6,2,6,1,22,0,1,14,0.0372,
910620607,6,2,6,0,22,0,1,16,0.0403,
910620608,6,2,6,1,16,0,1,15,0.0279,
910620609,6,2,6,0,22,0,1,6,0.0475,
910620610,6,2,6,1,22,0,0,,0.0285,
910620611,6,2,6,0,16,0,0,,0.0399,
910620612,6,2,6,1,22,0,1,14,0.033,
910620613,6,2,6,0,22,0,1,15,0.0601,
910620614,6,2,6,1,22,0,1,5,0.0441,
910620900,6,2,9,1,22,0,1,12,0.0362,
910620901,6,2,9,0,22,0,1,9,0.066,
910620902,6,2,9,1,22,0,1,6,0.0514,
910620903,6,2,9,0,22,0,1,13,0.0576,
910620904,6,2,9,1,22,0,1,6,0.0578,
910620905,6,2,9,0,22,0,1,8,0.0606,
910620906,6,2,9,1,22,0,1,11,0.0603,
910620907,6,2,9,0,22,0,1,13,0.0518,
910620908,6,2,9,1,22,0,1,9,0.0502,
910620909,6,2,9,0,22,0,1,6,0.0444,
910620910,6,2,9,1,22,0,1,11,0.0665,
910620911,6,2,9,0,22,0,1,11,0.0719,
910620912,6,2,9,1,22,0,0,,0.0315,
910620913,6,2,9,0,22,0,1,18,0.0447,
910620914,6,2,9,1,22,0,1,10,0.0472,
910621200,6,2,12,1,22,0,1,15,0.0625,
910621201,6,2,12,0,22,0,1,5,0.0575,
910621202,6,2,12,1,16,0,1,12,0.053,
910621203,6,2,12,0,22,0,1,10,0.0887,
910621204,6,2,12,1,22,0,1,8,0.0578,
910621205,6,2,12,0,16,0,1,9,0.0849,
910621206,6,2,12,1,22,0,1,8,0.0481,
910621207,6,2,12,0,22,0,1,7,0.0887,
910621208,6,2,12,1,22,0,1,17,0.1649,
910621209,6,2,12,0,22,0,1,14,0.0529,
910621210,6,2,12,1,22,0,1,3,0.0524,
910621211,6,2,12,0,22,0,1,5,0.0841,
910621212,6,2,12,1,22,0,1,7,0.0648,
910621213,6,2,12,0,22,0,1,15,0.063,
910621214,6,2,12,1,22,0,1,6,0.0455,
910621800,6,2,18,1,22,0,1,6,0.0805,
910621801,6,2,18,0,22,0,1,6,0.0924,
910621802,6,2,18,1,22,0,1,9,0.1479,
910621803,6,2,18,0,22,0,1,3,0.1259,
910621804,6,2,18,1,22,0,1,5,0.0719,
910621805,6,2,18,0,22,0,1,6,0.2473,
910621806,6,2,18,1,22,0,1,9,0.1368,
910621807,6,2,18,0,22,0,1,10,0.0895,
910621808,6,2,18,1,22,0,1,4,0.0997,
910621809,6,2,18,0,22,0,1,8,0.0936,
910621810,6,2,18,1,22,0,1,10,0.0827,
910621811,6,2,18,0,22,0,1,4,0.083,
910621812,6,2,18,1,22,0,1,4,0.0769,
910621813,6,2,18,0,22,0,1,4,0.1119,
